"","X","experiment_id","sample_id","platform_id","cell_type","category","general_cell_type","donor_tissue","sub_cell_type1","ts_timepoint","ResemblingNativeCellType","index","cell_type.1","category.1","target_cell_type","general_cell_type.1","parental_cell_type","donor_tissue.1","CellType","Treatment","progenitor.cell.type","Comment","SRR_accession","QC_summary","SRX_accession","SRS_accession","SRP_accession","GSE_accession","Sample_name","Library_name","SampleName","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"ERR2365247","ERP107276.ERX2413558.GPL20301","ERP107276","ERX2413558","GPL20301","induced pluripotent stem cell","standard","IPS","LYMPHC","IPS-LYMPHC","","",271,"IPS","standard",NA,"IPS","lymphocyte","lymphocyte","IPS","untreated","B-Lymphocyte","reprogrammed from source cell line GM19101","ERR2365247","PASS","ERX2413558","ERS2267555","ERP107276","SAMEA104666172","","iPSC-1_s","SAMEA104666172","2018-07-12 08:00:28","2018-07-18 07:04:04",56439010,2821950500,0,50,932,"","https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2365/ERR2365247","iPSC-1_s","RNA-Seq","RANDOM","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 4000","ERP107276","PRJEB25366",NA,480827,"ERS2267555","SAMEA104666172","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lindsey Montefiori","ERA1238104",NA,"public","63AA64066CFDF6254C1C6442F996ACF1","DF6EB1E8004BDFFFDD32726B3A74AFDC"
"ERR2365248","ERP107276.ERX2413559.GPL20301","ERP107276","ERX2413559","GPL20301","induced pluripotent stem cell","standard","IPS","LYMPHC","IPS-LYMPHC","","",272,"IPS","standard",NA,"IPS","lymphocyte","lymphocyte","IPS","untreated","B-Lymphocyte","reprogrammed from source cell line GM19101","ERR2365248","PASS","ERX2413559","ERS2267556","ERP107276","SAMEA104666173","","iPSC-2_s","SAMEA104666173","2018-07-12 08:00:28","2018-07-18 07:05:15",50226748,2511337400,0,50,828,"","https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2365/ERR2365248","iPSC-2_s","RNA-Seq","RANDOM","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 4000","ERP107276","PRJEB25366",NA,480827,"ERS2267556","SAMEA104666173","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lindsey Montefiori","ERA1238104",NA,"public","39CE44238C4810B0799DF1113E55BB05","61463EC56FE015AD0EFB1E1610092A24"
"ERR2365249","ERP107276.ERX2413560.GPL20301","ERP107276","ERX2413560","GPL20301","induced pluripotent stem cell","standard","IPS","LYMPHC","IPS-LYMPHC","","",273,"IPS","standard",NA,"IPS","lymphocyte","lymphocyte","IPS","untreated","B-Lymphocyte","reprogrammed from source cell line GM19101","ERR2365249","PASS","ERX2413560","ERS2267557","ERP107276","SAMEA104666174","","iPSC-3_s","SAMEA104666174","2018-07-12 08:00:28","2018-07-18 07:06:08",37675301,1883765050,0,50,621,"","https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2365/ERR2365249","iPSC-3_s","RNA-Seq","RANDOM","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 4000","ERP107276","PRJEB25366",NA,480827,"ERS2267557","SAMEA104666174","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lindsey Montefiori","ERA1238104",NA,"public","3D407EF8535D7F9CD2236C943A38F5DB","4EF77C857F383DDA5F575CEA4DF1E6EF"
"SRR1198658","SRP040275.SRX495153.GPL16791","SRP040275","SRX495153","GPL16791","induced pluripotent stem cell","standard","IPS","LYMPHC","IPS-LYMPHC","","",274,"IPS","standard",NA,"IPS","lymphocyte","lymphocyte","IPS","untreated","lymphocyte","reprogrammed from lymphocyte","SRR1198658","PASS","SRX495153","SRS577367","SRP040275","iPSC_1","","","iPSC_1","2015-03-18 00:00:00","2014-03-21 09:02:34",19901666,3905235599,18764033,196,1606,"GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1198658/SRR1198658.1","","RNA-Seq","RANDOM","TRANSCRIPTOMIC","PAIRED",100,0,"ILLUMINA","Illumina HiSeq 2500","SRP040275","PRJNA242196",NA,242196,"SRS577367","SAMN02691699","simple",9606,"Homo sapiens",NA,NA,NA,NA,"Unknown",NA,"no",NA,NA,NA,"","RUTGERS UNIVERSITY","SRA146750",NA,"public","24AF204FD50ECAB41AB02FB9EFAE7301","EA97BFB318BB4B4F91AD9638D985CA6A"
"SRR1198660","SRP040275.SRX495156.GPL16791","SRP040275","SRX495156","GPL16791","induced pluripotent stem cell","standard","IPS","LYMPHC","IPS-LYMPHC","","",276,"IPS","standard",NA,"IPS","lymphocyte","lymphocyte","IPS","untreated","lymphocyte","reprogrammed from lymphocyte","SRR1198660","PASS","SRX495156","SRS577369","SRP040275","iPSC_3","","","iPSC_3","2015-03-18 00:00:00","2014-03-21 08:59:34",18000757,3533293807,16982350,196,1436,"GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1198660/SRR1198660.1","","RNA-Seq","RANDOM","TRANSCRIPTOMIC","PAIRED",100,0,"ILLUMINA","Illumina HiSeq 2500","SRP040275","PRJNA242196",NA,242196,"SRS577369","SAMN02691701","simple",9606,"Homo sapiens",NA,NA,NA,NA,"Unknown",NA,"no",NA,NA,NA,"","RUTGERS UNIVERSITY","SRA146750",NA,"public","75CE65644313B0CE8A97C4CD457E6B21","F98465D72ACFCC0D579892A92468BF90"
"SRR1200250","SRP040275.SRX495152.GPL16791","SRP040275","SRX495152","GPL16791","induced pluripotent stem cell","standard","IPS","LYMPHC","IPS-LYMPHC","","",277,"IPS","standard",NA,"IPS","lymphocyte","lymphocyte","IPS","untreated","lymphocyte","reprogrammed from lymphocyte","SRR1200250","PASS","SRX495152","SRS577366","SRP040275","iPSC_0","","","iPSC_0","2015-03-18 00:00:00","2014-03-19 20:01:14",18440825,3620985744,17410519,196,1475,"GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1200250/SRR1200250.1","","RNA-Seq","RANDOM","TRANSCRIPTOMIC","PAIRED",100,0,"ILLUMINA","Illumina HiSeq 2500","SRP040275","PRJNA242196",NA,242196,"SRS577366","SAMN02691698","simple",9606,"Homo sapiens",NA,NA,NA,NA,"Unknown",NA,"no",NA,NA,NA,"","RUTGERS UNIVERSITY","SRA146750",NA,"public","E45920A20B2BDCD9DED253E13A91B833","7735DF8D6BC8C6E5284F9E817786CACB"
"SRR1264499","SRP041475.SRX528273.GPL9115","SRP041475","SRX528273","GPL9115","induced pluripotent stem cell","standard","IPS","URC","IPS-URC","","",278,"IPS","standard",NA,"IPS","URI","URI","IPS","untreated","urine cells","reprogrammed from urine cells (renal tubular cells)","SRR1264499","PASS","SRX528273","SRS598127","SRP041475","Transcriptome of  iPSCs","","","Transcriptome of  iPSCs","2015-07-22 17:09:54","2015-11-29 19:37:50",26021874,4683937320,26021874,180,3107,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1264499/SRR1264499.2","","RNA-Seq","RT-PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer II","SRP041475","PRJNA245476",NA,245476,"SRS598127","SAMN02737879","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","JINAN UNIVERSITY","SRA160035",NA,"public","E8364531D1549148351F578080B177D8","B33541F21246BF7711022FC00DEA5F7C"
"SRR1264501","SRP041474.SRX528271.GPL9115","SRP041474","SRX528271","GPL9115","induced pluripotent stem cell","standard","IPS","URC","IPS-URC","","",279,"IPS","standard",NA,"IPS","URI","URI","IPS","untreated","urine cells","reprogrammed from urine cells (renal tubular cells); Alport Syndrome patient; PMID:30483741","SRR1264501","PASS","SRX528271","SRS598126","SRP041474","Transcriptome of AS iPSCs","","","Transcriptome of AS iPSCs","2015-07-22 17:09:50","2015-12-29 11:55:05",27551343,4959241740,27551343,180,3063,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR1264501/SRR1264501.2","","RNA-Seq","RT-PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer II","SRP041474","PRJNA245475",NA,245475,"SRS598126","SAMN02737878","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","JINAN UNIVERSITY","SRA160035",NA,"public","475985C375C0FA947D4CE0A23E10B596","56D6DC55A16577BAA7C3BA8998178525"
"SRR1564407","SRP046066.SRX691516.GPL16791","SRP046066","SRX691516","GPL16791","induced pluripotent stem cell","standard","IPS","LYMPHBL","IPS-LYMPHBL","","",280,"IPS","standard",NA,"IPS","lymphocyte","lymphocyte","IPS","untreated","immortalized lymphoblastoid cell line","PMID: 27554056:source_cell:EBV-immortalized B-lymphocyte cell lines","SRR1564407","PASS","SRX691516","SRS693808","SRP046066","Human iPSCs derived from a human immortalized lymphoblastoid cell line","","HI","Human iPSCs derived from a human immortalized lymphoblastoid cell line","2015-09-03 22:41:14","2014-09-04 22:07:01",25554912,3858791712,0,151,2282,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1564407/SRR1564407.1","HI","RNA-Seq","RANDOM","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP046066","PRJNA260224",NA,260224,"SRS693808","SAMN03018661","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","CHUNG-ANG UNIVERSITY","SRA181227",NA,"public","9A22EF0CF1119CF9935EAC9DD06151B9","25F02C4DE2C701B8E1C63FC01CD65C01"
"SRR1564408","SRP046066.SRX691516.GPL16791","SRP046066","SRX691516","GPL16791","induced pluripotent stem cell","standard","IPS","LYMPHBL","IPS-LYMPHBL","","",281,"IPS","standard",NA,"IPS","lymphocyte","lymphocyte","IPS","untreated","immortalized lymphoblastoid cell line","PMID: 27554056:source_cell:EBV-immortalized B-lymphocyte cell lines","SRR1564408","PASS","SRX691516","SRS693808","SRP046066","Human iPSCs derived from a human immortalized lymphoblastoid cell line","","HI","Human iPSCs derived from a human immortalized lymphoblastoid cell line","2015-09-03 22:41:14","2014-09-04 22:06:46",25554912,3858791712,0,151,2332,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1564408/SRR1564408.1","HI","RNA-Seq","RANDOM","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP046066","PRJNA260224",NA,260224,"SRS693808","SAMN03018661","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","CHUNG-ANG UNIVERSITY","SRA181227",NA,"public","C671DB8C640C2E6830AF29E06FC25A64","DCAEB9175EB7F90E80761270A18120F3"
"SRR1564414","SRP046066.SRX691525.GPL16791","SRP046066","SRX691525","GPL16791","induced pluripotent stem cell","standard","IPS","LYMPHBL","IPS-LYMPHBL","","",282,"IPS","standard",NA,"IPS","lymphocyte","lymphocyte","IPS","untreated","immortalized lymphoblastoid cell line","PMID: 27554056:source_cell:EBV-immortalized B-lymphocyte cell lines","SRR1564414","PASS","SRX691525","SRS693808","SRP046066","Human iPSCs derived from a human immortalized lymphoblastoid cell line","","HI","Human iPSCs derived from a human immortalized lymphoblastoid cell line","2015-09-03 22:41:14","2014-09-05 16:05:30",66713623,10007043450,0,150,6064,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1564414/SRR1564414.1","HI","RNA-Seq","RANDOM","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP046066","PRJNA260224",NA,260224,"SRS693808","SAMN03018661","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","CHUNG-ANG UNIVERSITY","SRA181227",NA,"public","D5DEB055308B644A0AE82B3F6E0FE7CE","4DF5309F70C8679E217CF48880038A08"
"SRR1564415","SRP046066.SRX691525.GPL16791","SRP046066","SRX691525","GPL16791","induced pluripotent stem cell","standard","IPS","LYMPHBL","IPS-LYMPHBL","","",283,"IPS","standard",NA,"IPS","lymphocyte","lymphocyte","IPS","untreated","immortalized lymphoblastoid cell line","PMID: 27554056:source_cell:EBV-immortalized B-lymphocyte cell lines","SRR1564415","PASS","SRX691525","SRS693808","SRP046066","Human iPSCs derived from a human immortalized lymphoblastoid cell line","","HI","Human iPSCs derived from a human immortalized lymphoblastoid cell line","2015-09-03 22:41:14","2014-09-05 20:47:27",66713623,10007043450,0,150,6227,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1564415/SRR1564415.1","HI","RNA-Seq","RANDOM","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP046066","PRJNA260224",NA,260224,"SRS693808","SAMN03018661","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","CHUNG-ANG UNIVERSITY","SRA181227",NA,"public","3523BC0D95BC31782BF8D14158293947","0F985558511F66A1E0161DDD5E014D57"
"SRR7608021","SRP155367.SRX4472923.GPL20301","SRP155367","SRX4472923","GPL20301","induced pluripotent stem cell","standard","IPS","FIB","IPS-FIB","","",284,"IPS","standard",NA,"IPS","fibroblast","FIB","IPS","untreated","fibroblast","(AST isogenic = ASTiso) iPSCs were generated","SRR7608021","PASS","SRX4472923","SRS3598313","SRP155367","ASTiso_iPSC_2","","WTCHG_262","ASTiso_iPSC_2","2018-08-01 00:44:10","2018-07-26 12:31:50",55420581,8313087150,55420581,150,3474,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007429/SRR7608021","WTCHG_262","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP155367","PRJNA482747",2,482747,"SRS3598313","SAMN09711625","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","EARLHAM INSTITUTE","SRA745158",NA,"public","956F4131BC3288992151F09B2A61138F","D80D4B2596578C6C0FA03698F6EED1DF"
"SRR7608022","SRP155367.SRX4472922.GPL20301","SRP155367","SRX4472922","GPL20301","induced pluripotent stem cell","standard","IPS","FIB","IPS-FIB","","",285,"IPS","standard",NA,"IPS","fibroblast","FIB","IPS","untreated","fibroblast","(AST isogenic = ASTiso) iPSCs were generated; iPS cells derived from patients with ~1 Mb SNCA triplication, corrected for SNCA dosage by CRISPR","SRR7608022","PASS","SRX4472922","SRS3598312","SRP155367","ASTiso_iPSC_1","","WTCHG_261","ASTiso_iPSC_1","2018-08-01 00:44:10","2018-07-26 12:34:32",49970841,7495626150,49970841,150,3156,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007429/SRR7608022","WTCHG_261","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP155367","PRJNA482747",2,482747,"SRS3598312","SAMN09711624","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","EARLHAM INSTITUTE","SRA745158",NA,"public","56F52EC47F03418E116788F4058974E2","A28C72FE57178F41ADC4964CF271B874"
"SRR7608023","SRP155367.SRX4472921.GPL20301","SRP155367","SRX4472921","GPL20301","induced pluripotent stem cell","standard","IPS","FIB","IPS-FIB","","",286,"IPS","standard",NA,"IPS","fibroblast","FIB","IPS","untreated","fibroblast","Parkinson's patient; PMID:28973645; ND34391G (alpha-synuclein triplication = AST) PD patient-derived iPSCs were obtained from the Coriell Institute ","SRR7608023","PASS","SRX4472921","SRS3598309","SRP155367","AST_iPSC_3","","WTCHG_259","AST_iPSC_3","2018-08-01 00:44:10","2018-07-26 12:36:17",49171612,7375741800,49171612,150,3093,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007429/SRR7608023","WTCHG_259","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP155367","PRJNA482747",2,482747,"SRS3598309","SAMN09711623","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","EARLHAM INSTITUTE","SRA745158",NA,"public","7BCFC77137280CD1B2E1752CEBD77E44","F7B87BD61B1580D0BD9B642A010CC320"
"SRR7608024","SRP155367.SRX4472920.GPL20301","SRP155367","SRX4472920","GPL20301","induced pluripotent stem cell","standard","IPS","FIB","IPS-FIB","","",287,"IPS","standard",NA,"IPS","fibroblast","FIB","IPS","untreated","fibroblast","Parkinson's patient; PMID:28973645; ND34391G (alpha-synuclein triplication = AST) PD patient-derived iPSCs were obtained from the Coriell Institute ","SRR7608024","PASS","SRX4472920","SRS3598311","SRP155367","AST_iPSC_2","","WTCHG_258","AST_iPSC_2","2018-08-01 00:44:10","2018-07-26 12:38:21",51842694,7776404100,51842694,150,3230,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007429/SRR7608024","WTCHG_258","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP155367","PRJNA482747",2,482747,"SRS3598311","SAMN09711622","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","EARLHAM INSTITUTE","SRA745158",NA,"public","ECF9C6B6C761B0929E1E2DFC4C084705","CDF4BAEA1C9C863CC838E9E57933A942"
"SRR7608025","SRP155367.SRX4472919.GPL20301","SRP155367","SRX4472919","GPL20301","induced pluripotent stem cell","standard","IPS","FIB","IPS-FIB","","",288,"IPS","standard",NA,"IPS","fibroblast","FIB","IPS","untreated","fibroblast","Parkinson's patient; PMID:28973645; ND34391G (alpha-synuclein triplication = AST) PD patient-derived iPSCs were obtained from the Coriell Institute ","SRR7608025","PASS","SRX4472919","SRS3598308","SRP155367","AST_iPSC_1","","WTCHG_257","AST_iPSC_1","2018-08-01 00:44:10","2018-07-26 12:33:33",58581491,8787223650,58581491,150,3676,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007429/SRR7608025","WTCHG_257","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP155367","PRJNA482747",2,482747,"SRS3598308","SAMN09711621","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","EARLHAM INSTITUTE","SRA745158",NA,"public","F4C33AB256611C44A199B46B3AFCCAFF","6AF770D19A2BB6866FB3C5F2F463E2C9"
"ERR2598051","ERP109002.ERX2614332.GPL16791","ERP109002","ERX2614332","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",309,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"10 w post conception","ERR2598051","PASS","ERX2614332","ERS2510157","ERP109002","SAMEA4689973","","5664sTS.Human.Forebrain.10w.Female_s","SAMEA4689973","2019-02-19 08:08:21","2019-02-24 04:09:36",35951148,3631065948,0,101,1236,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598051","5664sTS.Human.Forebrain.10w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510157","SAMEA4689973","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","4A3C96CFB611353E1D627B4CB6A32F43","BDBA22A2CD42ACBF6A9D51164DA0DD21"
"ERR2598057","ERP109002.ERX2614338.GPL16791","ERP109002","ERX2614338","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",311,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"10 w post conception","ERR2598057","PASS","ERX2614338","ERS2510163","ERP109002","SAMEA4689979","","5743sTS.Human.Hindbrain.10w.Female_s","SAMEA4689979","2019-02-19 08:08:22","2019-02-24 04:19:25",41069878,4148057678,0,101,1554,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598057","5743sTS.Human.Hindbrain.10w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510163","SAMEA4689979","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","EB1E6EC5448352DDE40FE42CDEFAA252","E4527D53D3257EE5CD7D1BB4339A115B"
"ERR2598069","ERP109002.ERX2614350.GPL16791","ERP109002","ERX2614350","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",312,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"11 w post conception","ERR2598069","PASS","ERX2614350","ERS2510175","ERP109002","SAMEA4689991","","2047sTS.Human.Forebrain.11w.Male_s","SAMEA4689991","2019-02-19 08:08:22","2019-02-24 04:24:48",24142938,2438436738,0,101,1363,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598069","2047sTS.Human.Forebrain.11w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510175","SAMEA4689991","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","7AD72F5C271CAD5E3D207B2D5807D6A7","E5560110FF325FFD07DA2110AAE7C5D2"
"ERR2598070","ERP109002.ERX2614351.GPL16791","ERP109002","ERX2614351","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",313,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"11 w post conception","ERR2598070","PASS","ERX2614351","ERS2510176","ERP109002","SAMEA4689992","","2111sTS.Human.Forebrain.11w.Male_s","SAMEA4689992","2019-02-19 08:08:22","2019-02-24 04:25:49",23534747,2377009447,0,101,1527,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598070","2111sTS.Human.Forebrain.11w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510176","SAMEA4689992","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","21A790187651F5A617948C3E929C89B3","847551E36A514913C21AEBB057DD80B9"
"ERR2598071","ERP109002.ERX2614352.GPL16791","ERP109002","ERX2614352","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",314,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"11 w post conception","ERR2598071","PASS","ERX2614352","ERS2510177","ERP109002","SAMEA4689993","","5952sTS.Human.Forebrain.11w.Male_s","SAMEA4689993","2019-02-19 08:08:22","2019-02-24 04:25:03",21292612,2150553812,0,101,768,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598071","5952sTS.Human.Forebrain.11w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510177","SAMEA4689993","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","629D8D5CCE2FA95479A906218C394762","B5CD9178913E896C68DD597FC059A55C"
"ERR2598072","ERP109002.ERX2614353.GPL16791","ERP109002","ERX2614353","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",315,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"11 w post conception","ERR2598072","PASS","ERX2614353","ERS2510178","ERP109002","SAMEA4689994","","5953sTS.Human.Forebrain.11w.Female_s","SAMEA4689994","2019-02-19 08:08:22","2019-02-24 04:25:51",28323433,2860666733,0,101,1019,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598072","5953sTS.Human.Forebrain.11w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510178","SAMEA4689994","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","E69E9C51F412328624614BDC5B0346FF","72A355403505C9E82024050F451B9D8E"
"ERR2598077","ERP109002.ERX2614358.GPL16791","ERP109002","ERX2614358","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",316,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"11 w post conception","ERR2598077","PASS","ERX2614358","ERS2510183","ERP109002","SAMEA4689999","","2048sTSm.Human.Hindbrain.11w.Male_s","SAMEA4689999","2019-02-19 08:08:22","2019-02-24 04:33:04",26102823,2636385123,0,101,1440,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598077","2048sTSm.Human.Hindbrain.11w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510183","SAMEA4689999","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","11F053457E9EB33F0DC0E1618C0474AA","71EEF3AB8401840AAEF5FDD59AA6414E"
"ERR2598079","ERP109002.ERX2614360.GPL16791","ERP109002","ERX2614360","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",317,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"11 w post conception","ERR2598079","PASS","ERX2614360","ERS2510185","ERP109002","SAMEA4690001","","3668sTS.Human.Hindbrain.11w.Male_s","SAMEA4690001","2019-02-19 08:08:22","2019-02-24 04:32:21",40511631,4091674731,0,101,1567,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598079","3668sTS.Human.Hindbrain.11w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510185","SAMEA4690001","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","F9367FF4FA8B2AA8A5C80B8FBC757F10","51D3FBE6C8FAFB372F55F7315791CE34"
