row,experiment_id,sample_id,platform_id,cell_type,category,general_cell_type,donor_tissue,sub_cell_type1,ts_timepoint,ResemblingNativeCellType,AdditionalProperty,GSE,GSM,SRR_accession,QC_summary,SRX_accession,SRS_accession,SRP_accession,GSE_accession,Sample_name,LibraryLayout,Model
SRP063416.SRX1210109.GPL11154,SRP063416,SRX1210109,GPL11154,induced hepatocyte,test,iHEP,MCYTE,iHEP-MCYTE,endpoint,,,,,SRR2310888,FAIL(2),SRX1210109,SRS1060672,SRP063416,H_NeoHep,Healthy human hepatocyte-like cell (NeoHep) (Day21) mRNA,PAIRED,Illumina HiSeq 2000
SRP050260.SRX768321.GPL11154,SRP050260,SRX768321,GPL11154,fetal brain,standard,fBRN,NA,NA,,,,GSE63634,GSM1554463,SRR1663121,"WARN(5,7)",SRX768321,SRS752522,SRP050260,GSM1554463,,PAIRED,Illumina HiSeq 2000
SRP050260.SRX768322.GPL11154,SRP050260,SRX768322,GPL11154,fetal brain,standard,fBRN,NA,NA,,,,GSE63634,GSM1554464,SRR1663122,"WARN(5,7)",SRX768322,SRS752521,SRP050260,GSM1554464,,PAIRED,Illumina HiSeq 2000
SRP050260.SRX768323.GPL11154,SRP050260,SRX768323,GPL11154,fetal heart,standard,fHRT,NA,NA,,,,GSE63634,GSM1554465,SRR1663123,"WARN(5,7)",SRX768323,SRS752520,SRP050260,GSM1554465,,PAIRED,Illumina HiSeq 2000
SRP050260.SRX768324.GPL11154,SRP050260,SRX768324,GPL11154,fetal heart,standard,fHRT,NA,NA,,,,GSE63634,GSM1554466,SRR1663124,"WARN(5,7)",SRX768324,SRS752523,SRP050260,GSM1554466,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011226.GPL11154,ERP000546,ERX011226,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030856,PASS,ERX011226,ERS025093,ERP000546,SAMEA962337,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011216.GPL11154,ERP000546,ERX011216,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030857,PASS,ERX011216,ERS025093,ERP000546,SAMEA962337,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011224.GPL11154,ERP000546,ERX011224,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030858,PASS,ERX011224,ERS025093,ERP000546,SAMEA962337,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011189.GPL11154,ERP000546,ERX011189,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030859,PASS,ERX011189,ERS025087,ERP000546,SAMEA962346,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011223.GPL11154,ERP000546,ERX011223,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030860,PASS,ERX011223,ERS025087,ERP000546,SAMEA962346,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011199.GPL11154,ERP000546,ERX011199,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030861,PASS,ERX011199,ERS025087,ERP000546,SAMEA962346,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011218.GPL11154,ERP000546,ERX011218,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030862,"WARN(4,6)",ERX011218,ERS025084,ERP000546,SAMEA962343,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011209.GPL11154,ERP000546,ERX011209,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030863,"WARN(4,6)",ERX011209,ERS025084,ERP000546,SAMEA962343,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011201.GPL11154,ERP000546,ERX011201,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030864,PASS,ERX011201,ERS025093,ERP000546,SAMEA962337,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011206.GPL11154,ERP000546,ERX011206,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030865,PASS,ERX011206,ERS025093,ERP000546,SAMEA962337,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011210.GPL11154,ERP000546,ERX011210,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030866,PASS,ERX011210,ERS025087,ERP000546,SAMEA962346,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011190.GPL11154,ERP000546,ERX011190,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030867,PASS,ERX011190,ERS025087,ERP000546,SAMEA962346,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011185.GPL11154,ERP000546,ERX011185,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030868,"WARN(4,6)",ERX011185,ERS025084,ERP000546,SAMEA962343,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011187.GPL11154,ERP000546,ERX011187,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030869,"WARN(4,6)",ERX011187,ERS025084,ERP000546,SAMEA962343,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011221.GPL11154,ERP000546,ERX011221,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030870,"WARN(4,6)",ERX011221,ERS025084,ERP000546,SAMEA962343,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011207.GPL11154,ERP000546,ERX011207,GPL11154,pooled tissue,standard,POOLED,NA,NA,,,sample_composition:pooled,,,ERR030871,"WARN(4,6)",ERX011207,ERS025084,ERP000546,SAMEA962343,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011194.GPL11154,ERP000546,ERX011194,GPL11154,thyroid,standard,THYRGLN,NA,NA,,,,,,ERR030872,PASS,ERX011194,ERS025090,ERP000546,SAMEA962332,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011203.GPL11154,ERP000546,ERX011203,GPL11154,testis,standard,TESTIS,NA,NA,,,,,,ERR030873,PASS,ERX011203,ERS025094,ERP000546,SAMEA962333,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011184.GPL11154,ERP000546,ERX011184,GPL11154,ovary,standard,OVARY,NA,NA,,,,,,ERR030874,PASS,ERX011184,ERS025083,ERP000546,SAMEA962350,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011195.GPL11154,ERP000546,ERX011195,GPL11154,leukocyte,standard,LEUKOCYT,NA,NA,,,,,,ERR030875,PASS,ERX011195,ERS025091,ERP000546,SAMEA962336,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011212.GPL11154,ERP000546,ERX011212,GPL11154,skeletal muscle,standard,SKMUSC,NA,NA,,,,,,ERR030876,PASS,ERX011212,ERS025097,ERP000546,SAMEA962347,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011205.GPL11154,ERP000546,ERX011205,GPL11154,prostate,standard,PROS,NA,NA,,,,,,ERR030877,PASS,ERX011205,ERS025095,ERP000546,SAMEA962334,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011193.GPL11154,ERP000546,ERX011193,GPL11154,lymph node,standard,LYMPHN,NA,NA,,,,,,ERR030878,PASS,ERX011193,ERS025086,ERP000546,SAMEA962345,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011227.GPL11154,ERP000546,ERX011227,GPL11154,lung,standard,LUNG,NA,NA,,,,,,ERR030879,PASS,ERX011227,ERS025099,ERP000546,SAMEA962338,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011220.GPL11154,ERP000546,ERX011220,GPL11154,adipose,standard,ADP,NA,NA,,,,,,ERR030880,PASS,ERX011220,ERS025098,ERP000546,SAMEA962339,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011217.GPL11154,ERP000546,ERX011217,GPL11154,adrenal,standard,ADR,NA,NA,,,,,,ERR030881,PASS,ERX011217,ERS025092,ERP000546,SAMEA962342,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011200.GPL11154,ERP000546,ERX011200,GPL11154,brain,standard,BRN,NA,NA,,,,,,ERR030882,PASS,ERX011200,ERS025085,ERP000546,SAMEA962344,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011225.GPL11154,ERP000546,ERX011225,GPL11154,breast,standard,BRST,NA,NA,,,,,,ERR030883,PASS,ERX011225,ERS025088,ERP000546,SAMEA962340,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011204.GPL11154,ERP000546,ERX011204,GPL11154,colon,standard,COL,NA,NA,,,,,,ERR030884,PASS,ERX011204,ERS025089,ERP000546,SAMEA962341,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011182.GPL11154,ERP000546,ERX011182,GPL11154,kidney,standard,KID,NA,NA,,,,,,ERR030885,PASS,ERX011182,ERS025081,ERP000546,SAMEA962348,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011197.GPL11154,ERP000546,ERX011197,GPL11154,heart,standard,HRT,NA,NA,,,,,,ERR030886,PASS,ERX011197,ERS025082,ERP000546,SAMEA962349,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011229.GPL11154,ERP000546,ERX011229,GPL11154,liver,standard,LIV,NA,NA,,,,,,ERR030887,PASS,ERX011229,ERS025096,ERP000546,SAMEA962335,,PAIRED,Illumina HiSeq 2000
ERP000546.ERX011215.GPL11154,ERP000546,ERX011215,GPL11154,adipose,standard,ADP,NA,NA,,,,,,ERR030888,PASS,ERX011215,ERS025098,ERP000546,SAMEA962339,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011198.GPL11154,ERP000546,ERX011198,GPL11154,adrenal,standard,ADR,NA,NA,,,,,,ERR030889,PASS,ERX011198,ERS025092,ERP000546,SAMEA962342,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011186.GPL11154,ERP000546,ERX011186,GPL11154,brain,standard,BRN,NA,NA,,,,,,ERR030890,PASS,ERX011186,ERS025085,ERP000546,SAMEA962344,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011191.GPL11154,ERP000546,ERX011191,GPL11154,breast,standard,BRST,NA,NA,,,,,,ERR030891,PASS,ERX011191,ERS025088,ERP000546,SAMEA962340,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011192.GPL11154,ERP000546,ERX011192,GPL11154,colon,standard,COL,NA,NA,,,,,,ERR030892,PASS,ERX011192,ERS025089,ERP000546,SAMEA962341,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011219.GPL11154,ERP000546,ERX011219,GPL11154,kidney,standard,KID,NA,NA,,,,,,ERR030893,PASS,ERX011219,ERS025081,ERP000546,SAMEA962348,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011183.GPL11154,ERP000546,ERX011183,GPL11154,heart,standard,HRT,NA,NA,,,,,,ERR030894,PASS,ERX011183,ERS025082,ERP000546,SAMEA962349,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011211.GPL11154,ERP000546,ERX011211,GPL11154,liver,standard,LIV,NA,NA,,,,,,ERR030895,PASS,ERX011211,ERS025096,ERP000546,SAMEA962335,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011222.GPL11154,ERP000546,ERX011222,GPL11154,lung,standard,LUNG,NA,NA,,,,,,ERR030896,PASS,ERX011222,ERS025099,ERP000546,SAMEA962338,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011188.GPL11154,ERP000546,ERX011188,GPL11154,lymph node,standard,LYMPHN,NA,NA,,,,,,ERR030897,PASS,ERX011188,ERS025086,ERP000546,SAMEA962345,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011214.GPL11154,ERP000546,ERX011214,GPL11154,prostate,standard,PROS,NA,NA,,,,,,ERR030898,PASS,ERX011214,ERS025095,ERP000546,SAMEA962334,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011228.GPL11154,ERP000546,ERX011228,GPL11154,skeletal muscle,standard,SKMUSC,NA,NA,,,,,,ERR030899,PASS,ERX011228,ERS025097,ERP000546,SAMEA962347,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011208.GPL11154,ERP000546,ERX011208,GPL11154,leukocyte,standard,LEUKOCYT,NA,NA,,,,,,ERR030900,PASS,ERX011208,ERS025091,ERP000546,SAMEA962336,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011196.GPL11154,ERP000546,ERX011196,GPL11154,ovary,standard,OVARY,NA,NA,,,,,,ERR030901,PASS,ERX011196,ERS025083,ERP000546,SAMEA962350,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011202.GPL11154,ERP000546,ERX011202,GPL11154,testis,standard,TESTIS,NA,NA,,,,,,ERR030902,PASS,ERX011202,ERS025094,ERP000546,SAMEA962333,,SINGLE,Illumina HiSeq 2000
ERP000546.ERX011213.GPL11154,ERP000546,ERX011213,GPL11154,thyroid,standard,THYRGLN,NA,NA,,,,,,ERR030903,PASS,ERX011213,ERS025090,ERP000546,SAMEA962332,,SINGLE,Illumina HiSeq 2000
SRP017395.SRX208045.GPL11154,SRP017395,SRX208045,GPL11154,breast,standard,BRST,NA,NA,,,,,,SRR627777,WARN(5),SRX208045,SRS474969,SRP017395,Breast1,,PAIRED,Illumina HiSeq 2000
SRP017395.SRX208047.GPL11154,SRP017395,SRX208047,GPL11154,colon,standard,COL,NA,NA,,,,,,SRR628219,"WARN(1,5,7)",SRX208047,SRS474974,SRP017395,Colon2,,PAIRED,Illumina HiSeq 2000
SRP017395.SRX208048.GPL11154,SRP017395,SRX208048,GPL11154,heart,standard,HRT,NA,NA,,,,,,SRR628220,PASS,SRX208048,SRS474973,SRP017395,Heart3,,PAIRED,Illumina HiSeq 2000
SRP017395.SRX208134.GPL11154,SRP017395,SRX208134,GPL11154,liver,standard,LIV,NA,NA,,,,,,SRR628224,"WARN(1,5,7)",SRX208134,SRS474976,SRP017395,Liver5,,PAIRED,Illumina HiSeq 2000
SRP017395.SRX208123.GPL11154,SRP017395,SRX208123,GPL11154,lung,standard,LUNG,NA,NA,,,,,,SRR628225,"WARN(1,5,7)",SRX208123,SRS474982,SRP017395,Lung6,,PAIRED,Illumina HiSeq 2000
SRP017395.SRX208125.GPL11154,SRP017395,SRX208125,GPL11154,pancreas,standard,PANC,NA,NA,,,,,,SRR628226,"WARN(1,5,7)",SRX208125,SRS474984,SRP017395,Pancreas7,,PAIRED,Illumina HiSeq 2000
SRP017395.SRX208128.GPL11154,SRP017395,SRX208128,GPL11154,prostate,standard,PROS,NA,NA,,,,,,SRR628227,"WARN(1,5,7)",SRX208128,SRS474985,SRP017395,Prostate8,,PAIRED,Illumina HiSeq 2000
SRP017395.SRX208129.GPL11154,SRP017395,SRX208129,GPL11154,skeletal muscle,standard,SKMUSC,NA,NA,,,,,,SRR628228,"WARN(1,5,7)",SRX208129,SRS474986,SRP017395,Skeletal_Muscle9,,PAIRED,Illumina HiSeq 2000
SRP017395.SRX208130.GPL11154,SRP017395,SRX208130,GPL11154,spleen,standard,SPLE,NA,NA,,,,,,SRR628229,"WARN(1,5,7)",SRX208130,SRS474987,SRP017395,Spleen10,,PAIRED,Illumina HiSeq 2000
SRP017395.SRX208131.GPL11154,SRP017395,SRX208131,GPL11154,testis,standard,TESTIS,NA,NA,,,,,,SRR628230,"WARN(1,5,7)",SRX208131,SRS474988,SRP017395,Testis11,,PAIRED,Illumina HiSeq 2000
SRP017395.SRX208132.GPL11154,SRP017395,SRX208132,GPL11154,brain,standard,BRN,NA,NA,,,,,,SRR628319,"WARN(1,4,5,7)",SRX208132,SRS475112,SRP017395,Adult_Brain12,,PAIRED,Illumina HiSeq 2000
SRP041182.SRX517313.GPL10999,SRP041182,SRX517313,GPL10999,brain,standard,BRN,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:female;age:77y,,,SRR1251244,"WARN(3,4)",SRX517313,SRS592138,SRP041182,brain,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517331.GPL10999,SRP041182,SRX517331,GPL10999,adipose,standard,ADP,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:male;age:62y,,,SRR1258860,"WARN(3,4)",SRX517331,SRS592156,SRP041182,adipose,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517327.GPL10999,SRP041182,SRX517327,GPL10999,liver,standard,LIV,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:male;age:64y,,,SRR1258861,"WARN(3,4)",SRX517327,SRS592152,SRP041182,liver,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517333.GPL10999,SRP041182,SRX517333,GPL10999,ovary,standard,OVARY,NA,NA,,,PMID:25378337;ethnicity:African American;biomaterial_provider:Ambion;sex:female;47y,,,SRR1258865,"WARN(3,4)",SRX517333,SRS592158,SRP041182,ovary,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517329.GPL10999,SRP041182,SRX517329,GPL10999,small intestine,standard,SINT,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:male;age:15y,,,SRR1258866,"WARN(3,4)",SRX517329,SRS592154,SRP041182,smallintestine,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517334.GPL10999,SRP041182,SRX517334,GPL10999,testes,standard,TESTIS,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:male;age:34y,,,SRR1258868,PASS,SRX517334,SRS592159,SRP041182,testes,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517330.GPL10999,SRP041182,SRX517330,GPL10999,thymus,standard,THYM,NA,NA,,,PMID:25378337;ethnicity:unknown;biomaterial_provider:Ambion;sex:male;age:10m,,,SRR1258869,"WARN(3,4)",SRX517330,SRS592155,SRP041182,thymus,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517325.GPL10999,SRP041182,SRX517325,GPL10999,breast,standard,BRST,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion:sex:female;age:78y,,,SRR1258870,"WARN(3,4)",SRX517325,SRS592150,SRP041182,breast,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517315.GPL10999,SRP041182,SRX517315,GPL10999,spleen,standard,SPLE,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:male;age:70y,,,SRR1259869,"WARN(1,3,4,5,7)",SRX517315,SRS592140,SRP041182,spleen,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517314.GPL10999,SRP041182,SRX517314,GPL10999,thyroid,standard,THYRGLN,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:female;age:60y,,,SRR1259870,"WARN(3,4)",SRX517314,SRS592139,SRP041182,thyroid,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517317.GPL10999,SRP041182,SRX517317,GPL10999,kidney,standard,KID,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:male;age:64y,,,SRR1259948,"WARN(3,4)",SRX517317,SRS592142,SRP041182,kidney,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517318.GPL10999,SRP041182,SRX517318,GPL10999,cervix,standard,CERVX,NA,NA,,,PMID:25378337;ethnicity:African American;biomaterial_provider:Ambion;sex:female;age:40y,,,SRR1259949,"WARN(3,4)",SRX517318,SRS592143,SRP041182,cervix,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517319.GPL10999,SRP041182,SRX517319,GPL10999,heart,standard,HRT,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:male;age:74y,,,SRR1259950,"WARN(3,4,6)",SRX517319,SRS592144,SRP041182,heart,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517328.GPL10999,SRP041182,SRX517328,GPL10999,pancreas,standard,PANC,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:female;age:83y,,,SRR1260087,WARN(3),SRX517328,SRS592153,SRP041182,pancreas,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517321.GPL10999,SRP041182,SRX517321,GPL10999,placenta,standard,PLAC,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:female;age:unknown,,,SRR1260091,PASS,SRX517321,SRS592146,SRP041182,placenta,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517326.GPL10999,SRP041182,SRX517326,GPL10999,prostate,standard,PROS,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:male;age:73y,,,SRR1260106,"WARN(3,4,5)",SRX517326,SRS592151,SRP041182,prostate,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517332.GPL10999,SRP041182,SRX517332,GPL10999,skeletal muscle,standard,SKMUSC,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:male;age:60y,,,SRR1260118,PASS,SRX517332,SRS592157,SRP041182,skeletalmuscle,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517323.GPL10999,SRP041182,SRX517323,GPL10999,uterus,standard,UTE,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:female;age:63y,,,SRR1260128,"WARN(3,4,5)",SRX517323,SRS592148,SRP041182,uterus,,SINGLE,Illumina Genome Analyzer IIx
SRP041182.SRX517324.GPL10999,SRP041182,SRX517324,GPL10999,bladder,standard,BLD,NA,NA,,,PMID:25378337;ethnicity:Caucasian;biomaterial_provider:Ambion;sex:female;age:55y,,,SRR1260138,WARN(4),SRX517324,SRS592149,SRP041182,bladder,,SINGLE,Illumina Genome Analyzer IIx
SRP062329.SRX1143463.GPL16791,SRP062329,SRX1143463,GPL16791,fetal colon,standard,fCOL,NA,NA,,,,,,SRR2156547,PASS,SRX1143463,SRS1029770,SRP062329,Fetal colon (19 wk) RNAseq,,SINGLE,Illumina HiSeq 2500
SRP062329.SRX1143466.GPL16791,SRP062329,SRX1143466,GPL16791,fetal ovary,standard,fOVARY,NA,NA,,,,,,SRR2156550,"WARN(5,7)",SRX1143466,SRS1029768,SRP062329,Fetal ovary (16 wk) RNAseq,,SINGLE,Illumina HiSeq 2500
SRP062329.SRX1143467.GPL16791,SRP062329,SRX1143467,GPL16791,fetal ovary,standard,fOVARY,NA,NA,,,,,,SRR2156551,PASS,SRX1143467,SRS1029767,SRP062329,Fetal ovary (19 wk) RNAseq,,SINGLE,Illumina HiSeq 2500
SRP062329.SRX1143468.GPL16791,SRP062329,SRX1143468,GPL16791,fetal ovary,standard,fOVARY,NA,NA,,,,,,SRR2156552,PASS,SRX1143468,SRS1029766,SRP062329,Fetal ovary (20 wk) RNAseq,,SINGLE,Illumina HiSeq 2500
SRP062329.SRX1143469.GPL16791,SRP062329,SRX1143469,GPL16791,fetal skeletal muscle,standard,fSKMUSC,NA,NA,,,,,,SRR2156553,PASS,SRX1143469,SRS1029765,SRP062329,Fetal skeletal muscle (19 wk) RNAseq,,SINGLE,Illumina HiSeq 2500
SRP062329.SRX1143470.GPL16791,SRP062329,SRX1143470,GPL16791,fetal skin,standard,fSKIN,NA,NA,,,,,,SRR2156554,PASS,SRX1143470,SRS1029763,SRP062329,Fetal skin (19 wk) RNAseq,,SINGLE,Illumina HiSeq 2500
SRP062329.SRX1143471.GPL16791,SRP062329,SRX1143471,GPL16791,fetal spleen,standard,fSPLE,NA,NA,,,,,,SRR2156555,PASS,SRX1143471,SRS1029764,SRP062329,Fetal spleen (19 wk) RNAseq,,SINGLE,Illumina HiSeq 2500
SRP062329.SRX1143472.GPL16791,SRP062329,SRX1143472,GPL16791,fetal testis,standard,fTESTIS,NA,NA,,,,,,SRR2156556,PASS,SRX1143472,SRS1029762,SRP062329,Fetal testis (21 wk) RNAseq,,SINGLE,Illumina HiSeq 2500
SRP062329.SRX1143473.GPL16791,SRP062329,SRX1143473,GPL16791,testis,standard,TESTIS,NA,NA,,,,,,SRR2156557,PASS,SRX1143473,SRS1029759,SRP062329,Adult testis RNAseq,,SINGLE,Illumina HiSeq 2500
SRP107366.SRX2834541.GPL16791,SRP107366,SRX2834541,GPL16791,derived hepatocyte,test,dHEP,iPSC,dHEP-iPSC,,,,,,SRR5576263,PASS,SRX2834541,SRS2208888,SRP107366,hiPSC-hepatocyte,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834539.GPL16791,SRP107366,SRX2834539,GPL16791,derived neuron,test,dNEUR,iPSC,dNEUR-iPSC,,,,,,SRR5576265,PASS,SRX2834539,SRS2208886,SRP107366,hiPSC-neuron,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834538.GPL16791,SRP107366,SRX2834538,GPL16791,derived hepatocyte,test,dHEP,ESC,dHEP-ESC,,,,,,SRR5576266,PASS,SRX2834538,SRS2208885,SRP107366,hESC-hepatocyte,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834536.GPL16791,SRP107366,SRX2834536,GPL16791,derived neuron,test,dNEUR,ESC,dNEUR-ESC,,,,,,SRR5576268,PASS,SRX2834536,SRS2208883,SRP107366,hESC-neuron,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834535.GPL16791,SRP107366,SRX2834535,GPL16791,cerebellum,standard,CERE,NA,NA,,,,,,SRR5576269,PASS,SRX2834535,SRS2208882,SRP107366,braincerebellum,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834534.GPL16791,SRP107366,SRX2834534,GPL16791,bone marrow,standard,BM,NA,NA,,,,,,SRR5576270,PASS,SRX2834534,SRS2208881,SRP107366,bonemarrow,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834533.GPL16791,SRP107366,SRX2834533,GPL16791,colon,standard,COL,NA,NA,,,,,,SRR5576271,PASS,SRX2834533,SRS2208880,SRP107366,colon,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834532.GPL16791,SRP107366,SRX2834532,GPL16791,brain,standard,BRN,NA,NA,,,,,,SRR5576272,PASS,SRX2834532,SRS2208879,SRP107366,brainwhole,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834531.GPL16791,SRP107366,SRX2834531,GPL16791,testis,standard,TESTIS,NA,NA,,,,,,SRR5576273,PASS,SRX2834531,SRS2208878,SRP107366,testis,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834530.GPL16791,SRP107366,SRX2834530,GPL16791,thymus,standard,THYM,NA,NA,,,,,,SRR5576274,PASS,SRX2834530,SRS2208877,SRP107366,thymus,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834529.GPL16791,SRP107366,SRX2834529,GPL16791,spleen,standard,SPLE,NA,NA,,,,,,SRR5576275,PASS,SRX2834529,SRS2208876,SRP107366,spleen,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834528.GPL16791,SRP107366,SRX2834528,GPL16791,stomach,standard,STOMACH,NA,NA,,,,,,SRR5576276,PASS,SRX2834528,SRS2208875,SRP107366,stomach,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834525.GPL16791,SRP107366,SRX2834525,GPL16791,uterus,standard,UTE,NA,NA,,,,,,SRR5576279,PASS,SRX2834525,SRS2208873,SRP107366,uterus,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834518.GPL16791,SRP107366,SRX2834518,GPL16791,spinal cord,standard,SPNCD,NA,NA,,,,,,SRR5576286,PASS,SRX2834518,SRS2208865,SRP107366,spinal,,PAIRED,Illumina HiSeq 2500
